theta_1_t,d_theta_1_t,q_1_t,theta_2_t,d_theta_2_t,q_2_t
-0.000988333,0,-3.63884e-05,-0.899435,0,0.913067
-0.000988333,0,-2.44042e-05,-0.899435,0,0.912851
-0.000988333,0,-3.63884e-05,-0.899435,0,0.912635
-0.000988333,0,-2.44042e-05,-0.899435,0,0.912444
-0.000988333,0,-2.44042e-05,-0.899435,0,0.91224
-0.000988333,0,-2.44042e-05,-0.899406,0,0.912072
-0.000988333,0,-2.44042e-05,-0.899406,0.0465185,0.911929
-0.000988333,0,-2.44042e-05,-0.899377,0,0.911737
-0.000988333,0,-3.63884e-05,-0.899377,0,0.911605
-0.000988333,0,-3.63884e-05,-0.899377,0,0.911485
-0.000988333,0,-2.44042e-05,-0.899348,0,0.911377
-0.000988333,0,-3.63884e-05,-0.899348,0,0.911245
-0.000988333,0,-2.44042e-05,-0.899319,0,0.911162
-0.000988333,0,-2.44042e-05,-0.899319,0.014537,0.911125
-0.000988333,0,-2.44042e-05,-0.89929,0,0.911042
-0.000988333,0,-3.63884e-05,-0.89929,0,0.911029
-0.000988333,0,-3.63884e-05,-0.89929,0,0.911077
-0.000988333,0,-3.63884e-05,-0.899261,0,0.911149
-0.000988333,0,-3.63884e-05,-0.899261,0,0.911245
-0.000988333,0,-3.63884e-05,-0.899261,0,0.911353
-0.000988333,0,-3.63884e-05,-0.899261,0,0.911473
-0.000988333,0,-3.63884e-05,-0.899261,0,0.911617
-0.000988333,0,-3.63884e-05,-0.899261,0,0.911761
-0.000988333,0,-3.63884e-05,-0.899261,0,0.91194
-0.000988333,0,-3.63884e-05,-0.899261,0,0.912072
-0.000988333,0,-3.63884e-05,-0.899261,0,0.912288
-0.000988333,0,-2.44042e-05,-0.899261,0,0.912492
-0.000988333,0,-2.44042e-05,-0.899261,0,0.912624
-0.000988333,0,-3.63884e-05,-0.899261,0,0.912827
-0.000988333,0,-3.63884e-05,-0.899261,0,0.913019
-0.000988333,0,-3.63884e-05,-0.899261,0,0.913247
-0.000988333,0,-2.44042e-05,-0.899261,0,0.913415
-0.000988333,0,-2.44042e-05,-0.899261,0,0.913606
-0.000988333,0,-3.63884e-05,-0.899261,0,0.914193
-0.000988333,0,-3.63884e-05,-0.89929,-0.0377963,0.914361
-0.000988333,0,-3.63884e-05,-0.899319,0,0.914565
-0.000988333,0,-2.44042e-05,-0.899319,0,0.914745
-0.000988333,0,-3.63884e-05,-0.899348,-0.0377963,0.914888
-0.000988333,0,-2.44042e-05,-0.899406,0,0.915104
-0.000988333,0,-2.44042e-05,-0.899406,0,0.915224
-0.000988333,0,-2.44042e-05,-0.899435,0,0.915416
-0.000988333,0,-3.63884e-05,-0.899464,0,0.915583
-0.000988333,0,-3.63884e-05,-0.899493,0,0.915775
-0.000988333,0,-3.63884e-05,-0.899522,0,0.915955
-0.000988333,0,-3.63884e-05,-0.89958,0,0.916123
-0.000988333,0,-3.63884e-05,-0.89961,0,0.916267
-0.000988333,0,-3.63884e-05,-0.899639,-0.0377963,0.916446
-0.000988333,0,-3.63884e-05,-0.899697,-0.0377963,0.916626
-0.000988333,0,-2.44042e-05,-0.899784,-0.0552407,0.916782
-0.000988333,0,-3.63884e-05,-0.899842,-0.0465185,0.916974
-0.000988333,0,-2.44042e-05,-0.8999,0,0.917117
-0.000988333,0,-3.63884e-05,-0.899987,-0.0377963,0.917297
-0.000988333,0,-3.63884e-05,-0.900104,-0.014537,0.917453
-0.000988333,0,-3.63884e-05,-0.900191,-0.0610556,0.917621
-0.000988333,0,-2.44042e-05,-0.900307,-0.0232593,0.917801
-0.000988333,0,-3.63884e-05,-0.900482,-0.0785,0.91798
-0.000988333,0,-2.44042e-05,-0.900656,-0.0465185,0.91816
-0.000988333,0,-3.63884e-05,-0.900802,-0.0785,0.918352
-0.000988333,0,-3.63884e-05,-0.901063,-0.0785,0.918544
-0.000988333,0,-2.44042e-05,-0.901296,-0.0872222,0.918771
-0.000988333,0,-3.63884e-05,-0.901528,-0.093037,0.918975
-0.000988333,0,-3.63884e-05,-0.90179,-0.110481,0.919167
-0.000988333,0,-3.63884e-05,-0.902081,-0.119204,0.919394
-0.000988333,0,-2.44042e-05,-0.90243,-0.133741,0.919634
-0.000988333,0,-3.63884e-05,-0.902808,-0.151185,0.919886
-0.000988333,0,-2.44042e-05,-0.903215,-0.157,0.920113
-0.000988333,0,-3.63884e-05,-0.903738,-0.183167,0.920365
-0.000988333,0,-2.44042e-05,-0.90432,-0.215148,0.920677
-0.000988333,0,-2.44042e-05,-0.904959,-0.24713,0.921013
-0.000988333,0,-2.44042e-05,-0.905686,-0.284926,0.921372
-0.000988333,0,-3.63884e-05,-0.906616,-0.366333,0.921756
-0.000988333,0,-2.44042e-05,-0.907692,-0.389593,0.922199
-0.000988333,0,-2.44042e-05,-0.908855,-0.421574,0.922714
-0.000988333,0,-3.63884e-05,-0.910134,-0.494259,0.923302
-0.000988333,0,-2.44042e-05,-0.911646,-0.558222,0.923937
-0.000988333,0,-3.63884e-05,-0.913274,-0.613463,0.92468
-0.000988333,0,-2.44042e-05,-0.91499,-0.654167,0.925519
-0.000988333,0,-2.44042e-05,-0.916967,-0.659981,0.926501
-0.000988333,0,-2.44042e-05,-0.919089,-0.645444,0.927568
-0.000988333,0,-3.63884e-05,-0.921182,-0.590204,0.928719
-0.000988333,0,-3.63884e-05,-0.922956,-0.508796,0.930013
-0.000988333,0,-3.63884e-05,-0.924439,-0.439019,0.931403
-0.000988333,0,-2.44042e-05,-0.925747,-0.343074,0.932865
-0.000988333,0,-2.44042e-05,-0.926939,-0.252944,0.934339
-0.000988333,0,-3.63884e-05,-0.92784,-0.188981,0.935753
-0.000988333,0,-3.63884e-05,-0.928364,-0.151185,0.937167
-0.000988333,0,-2.44042e-05,-0.9288,-0.101759,0.938605
-0.000988333,0,-2.44042e-05,-0.929062,-0.0552407,0.939972
-0.000988333,0,-3.63884e-05,-0.929265,-0.0552407,0.941218
-0.000988333,0,-3.63884e-05,-0.929352,0,0.942381
-0.000988333,0,-3.63884e-05,-0.92941,-0.00581481,0.943711
-0.000988333,0,-3.63884e-05,-0.929556,-0.0232593,0.945436
-0.000988333,0,-3.63884e-05,-0.929643,-0.0785,0.946131
-0.000988333,0,-3.63884e-05,-0.929817,-0.0872222,0.946671
-0.000988333,0,-3.63884e-05,-0.930021,-0.119204,0.947174
-0.000988333,0,-2.44042e-05,-0.930312,-0.110481,0.947534
-0.000988333,0,-2.44042e-05,-0.93069,-0.142463,0.947833
-0.000988333,0,-2.44042e-05,-0.931155,-0.165722,0.948049
-0.000988333,0,-3.63884e-05,-0.931678,-0.206426,0.948181
-0.000988333,0,-2.44042e-05,-0.932172,-0.238407,0.948253
-0.000988333,0,-3.63884e-05,-0.932841,-0.279111,0.948349
-0.000988333,0,-3.63884e-05,-0.933684,-0.316907,0.948456
-0.000988333,0,-2.44042e-05,-0.934586,-0.366333,0.948708
-0.000988333,0,-2.44042e-05,-0.93572,-0.439019,0.948984
-0.000988333,0,-3.63884e-05,-0.936999,-0.485537,0.949308
-0.000988333,0,-3.63884e-05,-0.938394,-0.540778,0.949655
-0.000988333,0,-3.63884e-05,-0.940022,-0.581481,0.950051
-0.000988333,0,-3.63884e-05,-0.941854,-0.604741,0.950542
-0.000988333,0,-2.44042e-05,-0.943657,-0.596019,0.951177
-0.000988333,0,-2.44042e-05,-0.945459,-0.572759,0.951908
-0.000988333,0,-3.63884e-05,-0.947117,-0.508796,0.952783
-0.000988333,0,-3.63884e-05,-0.948716,-0.407037,0.953706
-0.000988333,0,-3.63884e-05,-0.949966,-0.284926,0.954748
-0.000988333,0,-2.44042e-05,-0.950925,-0.197704,0.955851
-0.000988333,0,-3.63884e-05,-0.951652,-0.133741,0.957001
-0.000988333,0,-2.44042e-05,-0.952088,-0.0610556,0.958188
-0.000988333,0,-2.44042e-05,-0.952321,-0.0377963,0.959446
-0.000988333,0,-3.63884e-05,-0.952524,0,0.960669
-0.000988333,0,-4.83727e-05,-0.952582,0,0.961855
-0.000988333,0,-3.63884e-05,-0.952582,0,0.96297
-0.000988333,0,-2.44042e-05,-0.952582,0,0.96394
-0.000988333,0,-2.44042e-05,-0.952582,0,0.964815
-0.000988333,0,-3.63884e-05,-0.952582,0,0.965582
-0.000988333,0,-2.44042e-05,-0.952612,0,0.966253
-0.000988333,0,-2.44042e-05,-0.952699,-0.0465185,0.966912
-0.000988333,0,-2.44042e-05,-0.952757,-0.0697778,0.967476
-0.000988333,0,-3.63884e-05,-0.952931,-0.0872222,0.967967
-0.000988333,0,-2.44042e-05,-0.953106,-0.0785,0.96841
-0.000988333,0,-2.44042e-05,-0.953397,-0.0697778,0.968746
-0.000988333,0,-3.63884e-05,-0.953716,-0.110481,0.969021
-0.000988333,0,-2.44042e-05,-0.954036,-0.133741,0.969285
-0.000988333,0,-3.63884e-05,-0.954385,-0.125019,0.969441
-0.000988333,0,-2.44042e-05,-0.954821,-0.151185,0.969525
-0.000988333,0,-3.63884e-05,-0.955228,-0.142463,0.969621
-0.000988333,0,-2.44042e-05,-0.955664,-0.151185,0.969633
-0.000988333,0,-3.63884e-05,-0.9561,-0.133741,0.969621
-0.000988333,0,-3.63884e-05,-0.956478,-0.125019,0.969597
-0.000988333,0,-2.44042e-05,-0.956885,-0.119204,0.969561
-0.000988333,0,-3.63884e-05,-0.957234,-0.0872222,0.969549
-0.000988333,0,-3.63884e-05,-0.957496,-0.0872222,0.969609
-0.000988333,0,-3.63884e-05,-0.957758,-0.0377963,0.969669
-0.000988333,0,-2.44042e-05,-0.957932,-0.0552407,0.969705
-0.000988333,0,-3.63884e-05,-0.958077,-0.0552407,0.969729
-0.000988333,0,-3.63884e-05,-0.958194,0,0.969764
-0.000988333,0,-3.63884e-05,-0.958252,0,0.969788
-0.000988333,0,-3.63884e-05,-0.958252,0,0.969956
-0.000988333,0,-2.44042e-05,-0.958252,0,0.969968
-0.000988333,0,-2.44042e-05,-0.958252,0,0.969992
-0.000988333,0,-2.44042e-05,-0.958252,0,0.970028
-0.000988333,0,-3.63884e-05,-0.958252,0,0.970028
-0.000988333,0,-2.44042e-05,-0.958252,0,0.970088
-0.000988333,0,-3.63884e-05,-0.958252,0,0.9701
-0.000988333,0,-2.44042e-05,-0.958252,0,0.970136
-0.000988333,0,-3.63884e-05,-0.958252,0,0.97016
-0.000988333,0,-3.63884e-05,-0.958252,0,0.970208
-0.000988333,0,-3.63884e-05,-0.958252,0,0.97028
-0.000988333,0,-3.63884e-05,-0.958252,0,0.970328
-0.000988333,0,-2.44042e-05,-0.958252,0,0.970328
-0.000988333,0,-2.44042e-05,-0.958252,0,0.970412
-0.000988333,0,-3.63884e-05,-0.958252,0,0.970435
-0.000988333,0,-2.44042e-05,-0.958252,0,0.970459
-0.000988333,0,-3.63884e-05,-0.958252,0,0.970496
-0.000988333,0,-3.63884e-05,-0.958252,0,0.970531
-0.000988333,0,-2.44042e-05,-0.958252,0,0.970555
-0.000988333,0,-2.44042e-05,-0.958252,0,0.970592
-0.000988333,0,-3.63884e-05,-0.958252,0,0.970639
-0.000988333,0,-3.63884e-05,-0.958252,0,0.970699
-0.000988333,0,-3.63884e-05,-0.958252,0,0.970699
-0.000988333,0,-3.63884e-05,-0.958252,0,0.970747
-0.000988333,0,-3.63884e-05,-0.958252,0,0.970819
-0.000988333,0,-3.63884e-05,-0.958252,0,0.970867
-0.000988333,0,-2.44042e-05,-0.958252,0,0.970927
-0.000988333,0,-2.44042e-05,-0.958252,0,0.970987
-0.000988333,0,-3.63884e-05,-0.958252,0,0.971071
-0.000988333,0,-3.63884e-05,-0.958252,0,0.971143
-0.000988333,0,-3.63884e-05,-0.958252,0,0.971226
-0.000988333,0,-3.63884e-05,-0.958252,0,0.971322
-0.000988333,0,-2.44042e-05,-0.958252,0,0.971442
-0.000988333,0,-3.63884e-05,-0.958252,0,0.971538
-0.000988333,0,-2.44042e-05,-0.958252,0,0.971694
-0.000988333,0,-3.63884e-05,-0.958252,0,0.971814
-0.000988333,0,-2.44042e-05,-0.958252,0,0.971958
-0.000988333,0,-3.63884e-05,-0.958281,0,0.972089
-0.000988333,0,-3.63884e-05,-0.958281,0,0.972221
-0.000988333,0,-3.63884e-05,-0.958281,0,0.972365
-0.000988333,0,-2.44042e-05,-0.95831,-0.0610556,0.972485
-0.000988333,0,-3.63884e-05,-0.958368,0,0.972617
-0.000988333,0,-3.63884e-05,-0.958426,-0.0552407,0.972749
-0.000988333,0,-3.63884e-05,-0.958455,0,0.972832
-0.000988333,0,-3.63884e-05,-0.958543,-0.0465185,0.972952
-0.000988333,0,-3.63884e-05,-0.95863,0,0.97306
-0.000988333,0,-3.63884e-05,-0.958746,-0.0697778,0.973144
-0.000988333,0,-3.63884e-05,-0.958862,-0.0697778,0.973228
-0.000988333,0,-2.44042e-05,-0.959037,-0.0785,0.973312
-0.000988333,0,-4.83727e-05,-0.959211,-0.0785,0.973408
-0.000988333,0,-2.44042e-05,-0.959415,-0.0697778,0.973503
-0.000988333,0,-2.44042e-05,-0.959618,-0.093037,0.973588
-0.000988333,0,-3.63884e-05,-0.95988,-0.0872222,0.973707
-0.000988333,0,-2.44042e-05,-0.960084,-0.0872222,0.973827
-0.000988333,0,-2.44042e-05,-0.960374,-0.101759,0.973947
-0.000988333,0,-2.44042e-05,-0.960694,-0.125019,0.974079
-0.000988333,0,-3.63884e-05,-0.961072,-0.142463,0.974246
-0.000988333,0,-3.63884e-05,-0.96145,-0.165722,0.974427
-0.000988333,0,-2.44042e-05,-0.961973,-0.183167,0.974606
-0.000988333,0,-3.63884e-05,-0.962526,-0.238407,0.974858
-0.000988333,0,-2.44042e-05,-0.963165,-0.293648,0.975109
-0.000988333,0,-2.44042e-05,-0.964038,-0.32563,0.975433
-0.000988333,0,-2.44042e-05,-0.964939,-0.38087,0.97578
-0.000988333,0,-3.63884e-05,-0.966131,-0.439019,0.976224
-0.000988333,0,-2.44042e-05,-0.967352,-0.444833,0.976704
-0.000988333,0,-2.44042e-05,-0.968748,-0.485537,0.977338
-0.000988333,0,-3.63884e-05,-0.970289,-0.476815,0.97801
-0.000988333,0,-3.63884e-05,-0.9718,-0.462278,0.9788
-0.000988333,0,-2.44042e-05,-0.973196,-0.439019,0.9797
-0.000988333,0,-3.63884e-05,-0.974417,-0.389593,0.980646
-0.000988333,0,-3.63884e-05,-0.975638,-0.343074,0.981701
-0.000988333,0,-3.63884e-05,-0.976772,-0.284926,0.982827
-0.000988333,0,-2.44042e-05,-0.977586,-0.238407,0.983978
-0.000988333,0,-2.44042e-05,-0.978255,-0.188981,0.985188
-0.000988333,0,-2.44042e-05,-0.978836,-0.142463,0.986435
-0.000988333,0,-3.63884e-05,-0.979302,-0.110481,0.987633
-0.000988333,0,-3.63884e-05,-0.979621,-0.110481,0.988808
-0.000988333,0,-2.44042e-05,-0.979941,-0.101759,0.98991
-0.000988333,0,-3.63884e-05,-0.980232,-0.0872222,0.991024
-0.000988333,0,-3.63884e-05,-0.980435,-0.093037,0.991983
-0.000988333,0,-2.44042e-05,-0.980697,-0.101759,0.99293
-0.000988333,0,-3.63884e-05,-0.981046,-0.119204,0.993817
-0.000988333,0,-3.63884e-05,-0.981395,-0.157,0.994644
-0.000988333,0,-2.44042e-05,-0.98186,-0.174444,0.995459
-0.000988333,0,-2.44042e-05,-0.982354,-0.206426,0.996202
-0.000988333,0,-3.63884e-05,-0.982994,-0.252944,0.996861
-0.000988333,0,-3.63884e-05,-0.983663,-0.279111,0.997508
-0.000988333,0,-2.44042e-05,-0.984448,-0.293648,0.998059
-0.000988333,0,-2.44042e-05,-0.98532,-0.30237,0.998635
-0.000988333,0,-2.44042e-05,-0.986163,-0.293648,0.999198
-0.000988333,0,-3.63884e-05,-0.987122,-0.30237,0.999725
-0.000988333,0,-3.63884e-05,-0.987995,-0.284926,1.00025
-0.000988333,0,-3.63884e-05,-0.988983,-0.30237,1.00072
-0.000988333,0,-3.63884e-05,-0.989855,-0.343074,1.00121
-0.000988333,0,-3.63884e-05,-0.990844,-0.366333,1.00175
-0.000988333,0,-3.63884e-05,-0.992065,-0.412852,1.00222
-0.000988333,0,-3.63884e-05,-0.993199,-0.439019,1.00276
-0.000988333,0,-3.63884e-05,-0.994478,-0.471,1.0033
-0.000988333,0,-3.63884e-05,-0.995845,-0.453556,1.00386
-0.000988333,0,-2.44042e-05,-0.997211,-0.430296,1.00448
-0.000988333,0,-2.44042e-05,-0.99849,-0.348889,1.00521
-0.000988333,0,-2.44042e-05,-0.999595,-0.293648,1.00593
-0.000988333,0,-3.63884e-05,-1.0005,-0.206426,1.00675
-0.000988333,0,-2.44042e-05,-1.00119,-0.157,1.00759
-0.000988333,0,-3.63884e-05,-1.00175,-0.093037,1.00839
-0.000988333,0,-2.44042e-05,-1.00201,-0.0552407,1.00919
-0.000988333,0,-3.63884e-05,-1.00224,0,1.01003
-0.000988333,0,-2.44042e-05,-1.0023,0,1.01081
-0.000988333,0,-2.44042e-05,-1.0023,0,1.01154
-0.000988333,0,-3.63884e-05,-1.0023,0,1.01226
-0.000988333,0,-3.63884e-05,-1.0023,0,1.01288
-0.000988333,0,-3.63884e-05,-1.0023,-0.0465185,1.01345
-0.000988333,0,-2.44042e-05,-1.0023,0,1.01395
-0.000988333,0,-2.44042e-05,-1.0023,0,1.01435
-0.000988333,0,-2.44042e-05,-1.0023,0,1.01479
-0.000988333,0,-3.63884e-05,-1.00233,0,1.01505
-0.000988333,0,-3.63884e-05,-1.00242,0,1.0153
-0.000988333,0,-3.63884e-05,-1.00247,0,1.01548
-0.000988333,0,-3.63884e-05,-1.00256,-0.0697778,1.01563
-0.000988333,0,-3.63884e-05,-1.00268,-0.0290741,1.01578
-0.000988333,0,-2.44042e-05,-1.00282,-0.0697778,1.01586
-0.000988333,0,-2.44042e-05,-1.003,-0.0697778,1.0159
-0.000988333,0,-3.63884e-05,-1.0032,-0.0785,1.01596
-0.000988333,0,-3.63884e-05,-1.00337,-0.0610556,1.01595
-0.000988333,0,-3.63884e-05,-1.00358,-0.0785,1.01599
-0.000988333,0,-3.63884e-05,-1.00375,-0.0232593,1.01594
-0.000988333,0,-2.44042e-05,-1.00396,-0.0377963,1.01593
-0.000988333,0,-2.44042e-05,-1.0041,-0.0552407,1.01587
-0.000988333,0,-3.63884e-05,-1.00425,-0.0232593,1.01581
-0.000988333,0,-2.44042e-05,-1.00439,0,1.01577
-0.000988333,0,-3.63884e-05,-1.00448,-0.0552407,1.01568
-0.000988333,0,-2.44042e-05,-1.00457,-0.0610556,1.01563
-0.000988333,0,-2.44042e-05,-1.0046,0,1.0155
-0.000988333,0,-3.63884e-05,-1.0046,0,1.01542
-0.000988333,0,-2.44042e-05,-1.0046,0,1.01532
-0.000988333,0,-3.63884e-05,-1.0046,0,1.01523
-0.000988333,0,-3.63884e-05,-1.0046,0,1.01512
-0.000988333,0,-3.63884e-05,-1.0046,0,1.01501
-0.000988333,0,-2.44042e-05,-1.0046,0,1.0149
-0.000988333,0,-2.44042e-05,-1.0046,0,1.01479
-0.000988333,0,-3.63884e-05,-1.0046,0,1.01475
-0.000988333,0,-3.63884e-05,-1.0046,0,1.01466
-0.000988333,0,-3.63884e-05,-1.0046,0,1.01463
-0.000988333,0,-2.44042e-05,-1.0046,0,1.0146
-0.000988333,0,-3.63884e-05,-1.0046,0,1.01462
-0.000988333,0,-3.63884e-05,-1.0046,0,1.01471
-0.000988333,0,-3.63884e-05,-1.0046,0,1.0148
-0.000988333,0,-3.63884e-05,-1.0046,0,1.01484
-0.000988333,0,-2.44042e-05,-1.0046,0,1.01497
-0.000988333,0,-3.63884e-05,-1.0046,0,1.01506
-0.000988333,0,-2.44042e-05,-1.0046,0,1.01521
-0.000988333,0,-2.44042e-05,-1.0046,0,1.01532
-0.000988333,0,-3.63884e-05,-1.0046,0,1.01542
-0.000988333,0,-2.44042e-05,-1.0046,0,1.01558
-0.000988333,0,-3.63884e-05,-1.0046,0,1.01574
-0.000988333,0,-2.44042e-05,-1.0046,0,1.01587
-0.000988333,0,-2.44042e-05,-1.0046,0,1.01601
-0.000988333,0,-2.44042e-05,-1.0046,0,1.01618
-0.000988333,0,-2.44042e-05,-1.0046,0,1.01634
-0.000988333,0,-2.44042e-05,-1.0046,0,1.01649
-0.000988333,0,-3.63884e-05,-1.0046,0,1.01665
-0.000988333,0,-3.63884e-05,-1.0046,0,1.0168
-0.000988333,0,-3.63884e-05,-1.0046,0,1.01692
-0.000988333,0,-3.63884e-05,-1.0046,0,1.01703
-0.000988333,0,-3.63884e-05,-1.0046,0,1.01715
-0.000988333,0,-2.44042e-05,-1.0046,0,1.01728
-0.000988333,0,-3.63884e-05,-1.0046,0,1.01738
-0.000988333,0,-3.63884e-05,-1.0046,0,1.01746
-0.000988333,0,-3.63884e-05,-1.0046,0,1.0175
-0.000988333,0,-2.44042e-05,-1.00463,0,1.01759
-0.000988333,0,-3.63884e-05,-1.00463,0,1.01762
-0.000988333,0,-2.44042e-05,-1.00463,-0.0610556,1.01763
-0.000988333,0,-3.63884e-05,-1.00468,0,1.01765
-0.000988333,0,-3.63884e-05,-1.00468,0,1.01767
-0.000988333,0,-3.63884e-05,-1.00471,0,1.01764
-0.000988333,0,-3.63884e-05,-1.00474,-0.00581481,1.01763
-0.000988333,0,-2.44042e-05,-1.00477,0,1.01761
-0.000988333,0,-3.63884e-05,-1.0048,-0.0465185,1.01755
-0.000988333,0,-3.63884e-05,-1.00494,-0.0290741,1.01768
-0.000988333,0,-3.63884e-05,-1.00503,-0.014537,1.01774
-0.000988333,0,-3.63884e-05,-1.00506,0,1.0178
-0.000988333,0,-3.63884e-05,-1.00509,-0.0610556,1.01785
-0.000988333,0,-3.63884e-05,-1.00518,-0.0232593,1.01795
-0.000988333,0,-3.63884e-05,-1.00521,-0.0465185,1.01804
-0.000988333,0,-2.44042e-05,-1.00526,-0.0552407,1.01817
-0.000988333,0,-3.63884e-05,-1.00535,-0.0465185,1.0183
-0.000988333,0,-2.44042e-05,-1.00544,-0.0465185,1.01842
-0.000988333,0,-4.83727e-05,-1.00553,-0.0610556,1.01855
-0.000988333,0,-3.63884e-05,-1.00561,-0.0232593,1.01866
-0.000988333,0,-3.63884e-05,-1.0057,-0.0552407,1.0188
-0.000988333,0,-4.83727e-05,-1.00582,-0.0552407,1.01892
-0.000988333,0,-3.63884e-05,-1.0059,-0.0552407,1.01904
-0.000988333,0,-3.63884e-05,-1.00602,-0.014537,1.01921
-0.000988333,0,-3.63884e-05,-1.00611,-0.0232593,1.01932
-0.000988333,0,-3.63884e-05,-1.0062,-0.0377963,1.01944
-0.000988333,0,-4.83727e-05,-1.00628,-0.0610556,1.01957
-0.000988333,0,-3.63884e-05,-1.00637,-0.0377963,1.0197
-0.000988333,0,-3.63884e-05,-1.00649,0,1.01977
-0.000988333,0,-3.63884e-05,-1.00654,0,1.01991
-0.000988333,0,-3.63884e-05,-1.00666,-0.0377963,1.02001
-0.000988333,0,-3.63884e-05,-1.00672,-0.0552407,1.02015
-0.000988333,0,-2.44042e-05,-1.00681,0,1.02027
-0.000988333,0,-3.63884e-05,-1.00689,-0.0232593,1.0204
-0.000988333,0,-3.63884e-05,-1.00698,-0.014537,1.02054
-0.000988333,0,-4.83727e-05,-1.00704,-0.0290741,1.02069
-0.000988333,0,-3.63884e-05,-1.00713,-0.014537,1.02083
-0.000988333,0,-3.63884e-05,-1.00721,-0.0465185,1.02098
-0.000988333,0,-3.63884e-05,-1.0073,-0.0610556,1.02118
-0.000988333,0,-3.63884e-05,-1.00742,-0.0290741,1.02137
-0.000988333,0,-3.63884e-05,-1.00747,0,1.02155
-0.000988333,0,-2.44042e-05,-1.00756,-0.014537,1.02174
-0.000988333,0,-2.44042e-05,-1.00768,0,1.02196
-0.000988333,0,-3.63884e-05,-1.00777,-0.00581481,1.02215
-0.000988333,0,-3.63884e-05,-1.00791,-0.014537,1.02234
-0.000988333,0,-3.63884e-05,-1.00803,-0.0465185,1.02257
-0.000988333,0,-3.63884e-05,-1.0082,-0.0377963,1.02277
-0.000988333,0,-3.63884e-05,-1.00838,-0.0872222,1.02301
-0.000988333,0,-3.63884e-05,-1.00861,-0.0872222,1.02325
-0.000988333,0,-2.44042e-05,-1.00884,-0.101759,1.02349
-0.000988333,0,-3.63884e-05,-1.00913,-0.119204,1.02373
-0.000988333,0,-3.63884e-05,-1.00945,-0.125019,1.02399
-0.000988333,0,-2.44042e-05,-1.0098,-0.157,1.0243
-0.000988333,0,-2.44042e-05,-1.01024,-0.165722,1.02458
-0.000988333,0,-3.63884e-05,-1.01073,-0.206426,1.0249
-0.000988333,0,-2.44042e-05,-1.01131,-0.206426,1.02525
-0.000988333,0,-2.44042e-05,-1.01201,-0.252944,1.02561
-0.000988333,0,-3.63884e-05,-1.01265,-0.279111,1.02604
-0.000988333,0,-2.44042e-05,-1.01349,-0.293648,1.02656
-0.000988333,0,-3.63884e-05,-1.01434,-0.316907,1.02706
-0.000988333,0,-2.44042e-05,-1.01524,-0.311093,1.02765
-0.000988333,0,-2.44042e-05,-1.01617,-0.311093,1.02827
-0.000988333,0,-3.63884e-05,-1.0171,-0.32563,1.02898
-0.000988333,0,-2.44042e-05,-1.01812,-0.357611,1.02969
-0.000988333,0,-3.63884e-05,-1.0191,-0.38087,1.0305
-0.000988333,0,-3.63884e-05,-1.02033,-0.421574,1.03138
-0.000988333,0,-3.63884e-05,-1.02152,-0.439019,1.03227
-0.000988333,0,-2.44042e-05,-1.02283,-0.462278,1.03326
-0.000988333,0,-3.63884e-05,-1.02419,-0.453556,1.03429
-0.000988333,0,-3.63884e-05,-1.02556,-0.412852,1.03537
-0.000988333,0,-3.63884e-05,-1.02692,-0.398315,1.03649
-0.000988333,0,-3.63884e-05,-1.02803,-0.348889,1.0377
-0.000988333,0,-3.63884e-05,-1.02916,-0.30237,1.03895
-0.000988333,0,-2.44042e-05,-1.03015,-0.252944,1.04017
-0.000988333,0,-3.63884e-05,-1.03102,-0.252944,1.04145
-0.000988333,0,-3.63884e-05,-1.03172,-0.206426,1.0427
-0.000988333,0,-3.63884e-05,-1.03242,-0.24713,1.04396
-0.000988333,0,-3.63884e-05,-1.03318,-0.252944,1.04522
-0.000988333,0,-2.44042e-05,-1.03396,-0.284926,1.04642
-0.000988333,0,-3.63884e-05,-1.03475,-0.311093,1.04759
-0.000988333,0,-2.44042e-05,-1.03565,-0.32563,1.04872
-0.000988333,0,-3.63884e-05,-1.03661,-0.343074,1.04989
-0.000988333,0,-3.63884e-05,-1.0376,-0.38087,1.05102
-0.000988333,0,-4.83727e-05,-1.0387,-0.421574,1.05213
-0.000988333,0,-3.63884e-05,-1.03992,-0.476815,1.05323
-0.000988333,0,-2.44042e-05,-1.04161,-0.534963,1.05431
-0.000988333,0,-2.44042e-05,-1.04283,-0.572759,1.05543
-0.000988333,0,-2.44042e-05,-1.04457,-0.590204,1.05657
-0.000988333,0,-2.44042e-05,-1.04638,-0.581481,1.05779
-0.000988333,0,-3.63884e-05,-1.04827,-0.590204,1.05899
-0.000988333,0,-3.63884e-05,-1.04995,-0.572759,1.06033
-0.000988333,0,-3.63884e-05,-1.05164,-0.508796,1.06167
-0.000988333,0,-3.63884e-05,-1.05324,-0.462278,1.06301
-0.000988333,0,-2.44042e-05,-1.05469,-0.375056,1.06442
-0.000988333,0,-3.63884e-05,-1.05588,-0.32563,1.06591
-0.000988333,0,-3.63884e-05,-1.05687,-0.252944,1.06729
-0.000988333,0,-2.44042e-05,-1.05769,-0.220963,1.06874
-0.000988333,0,-3.63884e-05,-1.05835,-0.197704,1.07014
-0.000988333,0,-3.63884e-05,-1.05894,-0.165722,1.07144
-0.000988333,0,-3.63884e-05,-1.05943,-0.133741,1.0727
