theta_1_t,d_theta_1_t,q_1_t,theta_2_t,d_theta_2_t,q_2_t
-0.000988333,0,-2.44042e-05,-0.00404081,0,9.62593e-05
-0.000988333,0,-2.44042e-05,-0.00404081,0,0.000107977
-0.000988333,0,-3.63884e-05,-0.00404081,0,9.62593e-05
-0.000988333,0,-3.63884e-05,-0.00404081,0,9.62593e-05
-0.000988333,0,-3.63884e-05,-0.00404081,0,0.000107977
-0.000988333,0,-2.44042e-05,-0.00404081,0,0.000107977
-0.000988333,0,-2.44042e-05,-0.00404081,0,0.000120228
-0.000988333,0,-3.63884e-05,-0.00404081,0,0.000131946
-0.000988333,0,-2.44042e-05,-0.00404081,0,0.000131946
-0.000988333,0,-2.44042e-05,-0.00404081,0,0.000155914
-0.000988333,0,-3.63884e-05,-0.00404081,0,0.000203851
-0.000988333,0,-3.63884e-05,-0.00404081,0,0.000216102
-0.000988333,0,-2.44042e-05,-0.00404081,0,0.00024007
-0.000988333,0,-3.63884e-05,-0.00404081,0,0.000275756
-0.000988333,0,-3.63884e-05,-0.00404081,0,0.000299725
-0.000988333,0,-3.63884e-05,-0.00404081,0,0.000288007
-0.000988333,0,-3.63884e-05,-0.00404081,0,0.000275756
-0.000988333,0,-2.44042e-05,-0.00404081,0,0.000323693
-0.000988333,0,-3.63884e-05,-0.00404081,0,0.000335944
-0.000988333,0,-2.44042e-05,-0.00404081,0,0.000347662
-0.000988333,0,-2.44042e-05,-0.00404081,0,0.000347662
-0.000988333,0,-2.44042e-05,-0.00404081,0,0.000359912
-0.000988333,0,-2.44042e-05,-0.00404081,0,0.00037163
-0.000988333,0,-2.44042e-05,-0.00404081,0,0.000395599
-0.000988333,0,-3.63884e-05,-0.00404081,0,0.000431818
-0.000988333,0,-2.44042e-05,-0.00404081,0,0.000431818
-0.000988333,0,-3.63884e-05,-0.00404081,0,0.000479755
-0.000988333,0,-2.44042e-05,-0.00404081,0,0.00055166
-0.000988333,0,-2.44042e-05,-0.00404081,0,0.000815313
-0.000988333,0,-2.44042e-05,-0.00404081,0,0.000922905
-0.000988333,0,-3.63884e-05,-0.00404081,0,0.00100706
-0.000988333,0,-3.63884e-05,-0.00404081,0,0.00111465
-0.000988333,0,-3.63884e-05,-0.00404081,0,0.00124674
-0.000988333,0,-3.63884e-05,-0.00404081,0,0.00136659
-0.000988333,0,-2.44042e-05,-0.00404081,0,0.00147418
-0.000988333,0,-3.63884e-05,-0.00404081,0,0.00159402
-0.000988333,0,-3.63884e-05,-0.00404081,0,0.00172611
-0.000988333,0,-3.63884e-05,-0.00404081,-0.0290741,0.00183371
-0.000988333,0,-3.63884e-05,-0.00406989,0,0.00192958
-0.000988333,0,-3.63884e-05,-0.00406989,0,0.00236101
-0.000988333,0,-2.44042e-05,-0.00406989,0,0.00244517
-0.000988333,0,-3.63884e-05,-0.00406989,0,0.00261295
-0.000988333,0,-3.63884e-05,-0.00406989,0,0.00274451
-0.000988333,0,-2.44042e-05,-0.00409896,0,0.00290057
-0.000988333,0,-2.44042e-05,-0.00409896,0,0.0030561
-0.000988333,0,-3.63884e-05,-0.00409896,0,0.00321216
-0.000988333,0,-2.44042e-05,-0.00409896,0,0.00341562
-0.000988333,0,-3.63884e-05,-0.00412804,0,0.0035834
-0.000988333,0,-3.63884e-05,-0.00412804,-0.0552407,0.00377515
-0.000988333,0,-2.44042e-05,-0.00415711,0,0.00395518
-0.000988333,0,-2.44042e-05,-0.00418619,0,0.00419486
-0.000988333,0,-3.63884e-05,-0.00418619,0,0.0044223
-0.000988333,0,-2.44042e-05,-0.00418619,0,0.00465026
-0.000988333,0,-3.63884e-05,-0.00418619,0,0.00490167
-0.000988333,0,-3.63884e-05,-0.00418619,0,0.00516532
-0.000988333,0,-2.44042e-05,-0.00418619,-0.0465185,0.005405
-0.000988333,0,-3.63884e-05,-0.00421526,0,0.00569263
