angle_1_e,angle_1_t,d_theta_1_t,angle_2_e,angle_2_t,d_theta_2_t
-1.21266,-1.2298,0,2.30233,2.25719,0
-1.21235,-1.2298,0,2.30237,2.25719,0
-1.21203,-1.2298,0,2.3024,2.25719,0
-1.21172,-1.2298,0,2.30244,2.25728,-0.0785
-1.21141,-1.22978,0,2.30248,2.25737,-0.0785
-1.2111,-1.22978,0,2.30251,2.25757,-0.110481
-1.21079,-1.22975,0,2.30255,2.25783,-0.174444
-1.21048,-1.22954,0.0552407,2.30259,2.25908,-0.348889
-1.21017,-1.22943,0.0697778,2.30262,2.2597,-0.398315
-1.20985,-1.22931,0.0872222,2.30266,2.26039,-0.444833
-1.20954,-1.22916,0.0552407,2.30269,2.26176,-0.566944
-1.20923,-1.22905,0.0465185,2.30273,2.26263,-0.590204
-1.20892,-1.2289,0.0785,2.30277,2.26365,-0.645444
-1.20861,-1.22873,0.110481,2.3028,2.26464,-0.700685
-1.2083,-1.22852,0.125019,2.30284,2.26551,-0.732667
-1.20798,-1.22832,0.165722,2.30287,2.2665,-0.764648
-1.20767,-1.22812,0.142463,2.30291,2.26746,-0.79663
-1.20736,-1.22789,0.151185,2.30294,2.26845,-0.805352
-1.20705,-1.22765,0.142463,2.30298,2.26949,-0.846056
-1.20674,-1.22739,0.174444,2.30301,2.27051,-0.828611
-1.20642,-1.2271,0.165722,2.30305,2.27153,-0.869315
-1.20611,-1.22678,0.206426,2.30309,2.27252,-0.878037
-1.2058,-1.22646,0.220963,2.30312,2.27356,-0.878037
-1.20549,-1.22611,0.238407,2.30316,2.27452,-0.878037
-1.20517,-1.22573,0.229685,2.30319,2.27554,-0.85187
-1.20486,-1.22536,0.238407,2.30322,2.2765,-0.828611
-1.20455,-1.22495,0.229685,2.30326,2.27737,-0.787907
-1.20424,-1.22451,0.252944,2.30329,2.27816,-0.764648
-1.20394,-1.22413,0.261667,2.30336,2.27888,-0.741389
-1.20364,-1.22373,0.279111,2.30342,2.27949,-0.686148
-1.20334,-1.22329,0.270389,2.30348,2.28008,-0.636722
-1.20304,-1.22283,0.293648,2.30354,2.28048,-0.590204
-1.20275,-1.22239,0.284926,2.3036,2.28089,-0.540778
-1.20245,-1.22195,0.293648,2.30366,2.28124,-0.540778
-1.20215,-1.22149,0.32563,2.30373,2.28156,-0.508796
-1.20185,-1.22099,0.293648,2.30379,2.28185,-0.508796
-1.20155,-1.22047,0.316907,2.30385,2.28217,-0.508796
-1.20125,-1.21995,0.316907,2.30391,2.28246,-0.508796
-1.20095,-1.21945,0.316907,2.30397,2.28278,-0.508796
-1.20065,-1.21893,0.316907,2.30403,2.28307,-0.502981
-1.20035,-1.21844,0.311093,2.30409,2.28333,-0.476815
-1.20006,-1.21794,0.30237,2.30415,2.28368,-0.508796
-1.19976,-1.21745,0.30237,2.30422,2.28406,-0.5495
-1.19946,-1.21698,0.279111,2.30428,2.28447,-0.572759
-1.19916,-1.21652,0.293648,2.30434,2.28487,-0.581481
-1.19886,-1.21602,0.30237,2.3044,2.2854,-0.596019
-1.19856,-1.21553,0.334352,2.30446,2.28583,-0.628
-1.19826,-1.21506,0.311093,2.30452,2.28641,-0.645444
-1.19796,-1.21457,0.293648,2.30458,2.28694,-0.654167
