angle_1_e,angle_1_t,d_theta_1_t,angle_2_e,angle_2_t,d_theta_2_t
-1.123,-1.14549,0,2.11276,2.08865,0
-1.12288,-1.14549,0,2.11286,2.08865,0
-1.12275,-1.14549,0,2.11296,2.08865,0
-1.12263,-1.1454,0.00305278,2.11306,2.08857,0.000152639
-1.1225,-1.14534,0.0040631,2.11316,2.08854,0.000348162
-1.12238,-1.14526,0.00691272,2.11326,2.08848,0.00067639
-1.12225,-1.14517,0.0084569,2.11336,2.08848,0.00106542
-1.12212,-1.14505,0.00992387,2.11346,2.08845,0.00150834
-1.122,-1.14494,0.0137888,2.11356,2.08845,0.00212236
-1.12187,-1.14485,0.0170244,2.11366,2.08854,0.00286746
-1.12175,-1.1447,0.0205342,2.11376,2.08859,0.0037508
-1.12162,-1.14459,0.0241594,2.11385,2.08874,0.00477123
-1.12149,-1.14441,0.0280394,2.11395,2.08883,0.00593464
-1.12137,-1.1443,0.0312893,2.11405,2.08903,0.00720237
-1.12124,-1.14412,0.0343766,2.11415,2.08915,0.00856108
-1.12111,-1.14398,0.0381819,2.11425,2.08938,0.0100421
-1.12099,-1.1438,0.0406339,2.11435,2.08961,0.0115717
-1.12086,-1.14363,0.0436902,2.11445,2.08984,0.0131776
-1.12074,-1.1434,0.0477566,2.11455,2.09005,0.0149066
-1.12061,-1.14316,0.0513289,2.11465,2.09028,0.0167277
-1.12048,-1.14296,0.0554495,2.11475,2.09054,0.0186638
-1.12036,-1.14273,0.0609632,2.11485,2.09075,0.0207788
-1.12023,-1.14244,0.0678002,2.11494,2.09092,0.0231298
-1.1201,-1.1422,0.0706611,2.11504,2.09109,0.0255064
-1.11998,-1.14203,0.0742512,2.11514,2.09136,0.0279436
-1.11985,-1.1418,0.0767896,2.11524,2.09153,0.0303859
-1.11972,-1.14156,0.0800732,2.11534,2.09173,0.0328703
-1.1196,-1.14133,0.0831927,2.11544,2.09188,0.0353864
-1.11947,-1.14107,0.0873192,2.11554,2.09203,0.0379831
-1.11934,-1.14078,0.0912394,2.11564,2.09214,0.0406459
-1.11922,-1.14049,0.0949635,2.11574,2.09226,0.0433618
-1.11909,-1.1402,0.0989375,2.11583,2.09234,0.0461405
-1.11896,-1.13988,0.10155,2.11593,2.09243,0.048911
-1.11883,-1.13959,0.105195,2.11603,2.09258,0.0517252
-1.11871,-1.1393,0.109384,2.11613,2.09266,0.0546081
-1.11858,-1.13901,0.112637,2.11623,2.09281,0.0575096
-1.11845,-1.13869,0.116454,2.11633,2.09298,0.0604568
-1.11833,-1.13837,0.120081,2.11643,2.09322,0.063438
-1.1182,-1.13805,0.123962,2.11652,2.09348,0.0664642
-1.11807,-1.1377,0.127213,2.11662,2.09377,0.0695016
-1.11794,-1.13735,0.13001,2.11672,2.09409,0.0725271
-1.11782,-1.13703,0.132959,2.11682,2.0945,0.0755487
-1.11769,-1.13668,0.13576,2.11692,2.09493,0.0785592
-1.11756,-1.1363,0.139293,2.11702,2.09546,0.0815959
-1.11744,-1.13595,0.141778,2.11711,2.09595,0.084605
-1.11731,-1.1356,0.145446,2.11721,2.09642,0.0876471
-1.11718,-1.13526,0.147623,2.11731,2.09691,0.0906459
-1.11705,-1.13491,0.150563,2.11741,2.09746,0.0936418
-1.11693,-1.13453,0.153792,2.11751,2.09807,0.0966493
-1.1168,-1.13418,0.155988,2.1176,2.09865,0.0996162
-1.11667,-1.1338,0.158946,2.1177,2.09921,0.102583
-1.11654,-1.13345,0.162047,2.1178,2.09976,0.105556
-1.11641,-1.1331,0.164266,2.1179,2.10019,0.108491
-1.11629,-1.13275,0.167101,2.118,2.10075,0.111422
-1.11616,-1.13238,0.169794,2.11809,2.10121,0.11434
-1.11603,-1.132,0.172062,2.11819,2.10156,0.117227
-1.1159,-1.13165,0.174943,2.11829,2.10188,0.120112
-1.11578,-1.13127,0.178116,2.11839,2.10214,0.123013
-1.11565,-1.13089,0.180258,2.11849,2.10229,0.125875
-1.11552,-1.13049,0.18273,2.11858,2.10238,0.128718
-1.11539,-1.13005,0.185514,2.11868,2.10238,0.131557
-1.11527,-1.12961,0.188158,2.11879,2.10223,0.134387
-1.11515,-1.12924,0.190671,2.11889,2.10208,0.137202
-1.11502,-1.12886,0.192621,2.119,2.10188,0.139973
-1.1149,-1.12845,0.194038,2.1191,2.10162,0.142676
-1.11478,-1.1281,0.193786,2.11921,2.10139,0.145231
-1.11466,-1.12773,0.194854,2.11931,2.10104,0.147712
-1.11454,-1.12741,0.19456,2.11942,2.10075,0.150055
-1.11442,-1.12706,0.194281,2.11953,2.10046,0.152266
-1.11429,-1.12674,0.194888,2.11963,2.10014,0.154397
-1.11417,-1.12642,0.194593,2.11974,2.09985,0.156407
-1.11405,-1.1261,0.196348,2.11984,2.09956,0.158404
-1.11393,-1.12575,0.195689,2.11995,2.09926,0.160268
-1.11381,-1.12546,0.195353,2.12005,2.09903,0.162023
-1.11368,-1.12517,0.195471,2.12016,2.09883,0.163695
-1.11356,-1.12485,0.194856,2.12026,2.09863,0.165253
-1.11344,-1.12456,0.194998,2.12037,2.09845,0.16674
-1.11332,-1.12424,0.195133,2.12048,2.09833,0.16816
-1.11319,-1.12392,0.194099,2.12058,2.09822,0.169457
-1.11307,-1.12365,0.19268,2.12069,2.09825,0.170618
-1.11295,-1.12336,0.191768,2.12079,2.09825,0.171676
-1.11283,-1.1231,0.188431,2.1209,2.09836,0.172513
-1.1127,-1.12284,0.186132,2.121,2.09854,0.173194
-1.11258,-1.12261,0.183513,2.12111,2.09871,0.17371
-1.11246,-1.12238,0.18146,2.12121,2.09897,0.174098
-1.11234,-1.12217,0.179074,2.12132,2.09926,0.174347
-1.11221,-1.12194,0.175645,2.12142,2.09956,0.174411
-1.11209,-1.12174,0.173113,2.12153,2.09988,0.174347
-1.11197,-1.12156,0.170709,2.12163,2.10022,0.174165
-1.11185,-1.12139,0.167697,2.12174,2.10054,0.173841
-1.11172,-1.12121,0.164836,2.12184,2.10089,0.173391
-1.1116,-1.12107,0.160956,2.12195,2.10127,0.172769
-1.11148,-1.12092,0.157269,2.12205,2.10162,0.171994
-1.11135,-1.12078,0.153767,2.12216,2.10194,0.171083
-1.11123,-1.12066,0.149131,2.12226,2.10232,0.169985
-1.11111,-1.12051,0.144727,2.12237,2.10264,0.168722
-1.11098,-1.1204,0.140253,2.12247,2.10299,0.167299
-1.11086,-1.12031,0.136002,2.12258,2.10339,0.165734
-1.11074,-1.12019,0.133563,2.12268,2.10371,0.164126
-1.11061,-1.12011,0.130374,2.12279,2.10406,0.162438
-1.11049,-1.12002,0.125309,2.12289,2.10441,0.160582
-1.11037,-1.11993,0.12137,2.123,2.10479,0.158621
-1.11024,-1.11985,0.118063,2.1231,2.10517,0.156593
-1.11012,-1.11976,0.115213,2.12321,2.10554,0.154524
-1.11,-1.11967,0.110906,2.12331,2.10592,0.152343
-1.10987,-1.11958,0.106524,2.12341,2.10624,0.150052
-1.10975,-1.1195,0.104686,2.12352,2.10653,0.147784
